_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,animal_present,animal_present_gold,image_url,label
2227505326,4/3/2019 01:27:36,false,4680842195,,4/3/2019 01:27:05,false,feca,1.0,45158923,ESP,29,Madrid,83.46.37.129,yes,,https://i.imgur.com/L3kn1UO.png,Scorpion
2227505326,4/3/2019 01:27:38,false,4680842327,,4/3/2019 01:27:03,false,eup_slw,1.0,36143603,TUR,"","",176.88.198.138,yes,,https://i.imgur.com/L3kn1UO.png,Scorpion
2227505327,4/3/2019 01:27:20,false,4680841653,,4/3/2019 01:27:01,false,clixsense,1.0,45192770,VEN,25,Caracas,186.167.243.219,no,,https://i.imgur.com/llOpleO.png,Beetle
2227505327,4/3/2019 01:27:36,false,4680842209,,4/3/2019 01:27:05,false,feca,1.0,45158923,ESP,29,Madrid,83.46.37.129,no,,https://i.imgur.com/llOpleO.png,Beetle
2227505327,4/3/2019 01:27:38,false,4680842308,,4/3/2019 01:27:03,false,eup_slw,1.0,36143603,TUR,"","",176.88.198.138,yes,,https://i.imgur.com/llOpleO.png,Beetle
2227505328,4/3/2019 01:27:23,false,4680841705,,4/3/2019 01:27:09,false,neodev,1.0,44749466,VEN,"","",186.95.231.2,yes,,https://i.imgur.com/lnoRtqT.png,Scorpion
2227505328,4/3/2019 01:27:33,false,4680842082,,4/3/2019 01:27:11,false,feca,0.75,45180140,EGY,11,Cairo,41.69.48.196,yes,,https://i.imgur.com/lnoRtqT.png,Scorpion
2227505328,4/3/2019 01:27:54,false,4680842768,,4/3/2019 01:27:07,false,feca,1.0,45189211,VEN,25,Caracas,201.210.249.87,yes,,https://i.imgur.com/lnoRtqT.png,Scorpion
2227505329,4/3/2019 01:27:23,false,4680841713,,4/3/2019 01:27:09,false,neodev,1.0,44749466,VEN,"","",186.95.231.2,yes,,https://i.imgur.com/m2Rc1uM.png,Scorpion
2227505329,4/3/2019 01:27:33,false,4680842102,,4/3/2019 01:27:11,false,feca,0.75,45180140,EGY,11,Cairo,41.69.48.196,yes,,https://i.imgur.com/m2Rc1uM.png,Scorpion
2227505329,4/3/2019 01:27:54,false,4680842775,,4/3/2019 01:27:07,false,feca,1.0,45189211,VEN,25,Caracas,201.210.249.87,yes,,https://i.imgur.com/m2Rc1uM.png,Scorpion
2227505330,4/3/2019 01:27:23,false,4680841711,,4/3/2019 01:27:09,false,neodev,1.0,44749466,VEN,"","",186.95.231.2,yes,,https://i.imgur.com/mdO4i14.png,Scorpion
2227505330,4/3/2019 01:27:33,false,4680842090,,4/3/2019 01:27:11,false,feca,0.75,45180140,EGY,11,Cairo,41.69.48.196,yes,,https://i.imgur.com/mdO4i14.png,Scorpion
2227505330,4/3/2019 01:27:54,false,4680842795,,4/3/2019 01:27:07,false,feca,1.0,45189211,VEN,25,Caracas,201.210.249.87,no,,https://i.imgur.com/mdO4i14.png,Scorpion
2227505331,4/3/2019 01:27:23,false,4680841709,,4/3/2019 01:27:09,false,neodev,1.0,44749466,VEN,"","",186.95.231.2,no,,https://i.imgur.com/mog362W.png,Snail
2227505331,4/3/2019 01:27:33,false,4680842075,,4/3/2019 01:27:11,false,feca,0.75,45180140,EGY,11,Cairo,41.69.48.196,no,,https://i.imgur.com/mog362W.png,Snail
2227505331,4/3/2019 01:27:54,false,4680842787,,4/3/2019 01:27:07,false,feca,1.0,45189211,VEN,25,Caracas,201.210.249.87,no,,https://i.imgur.com/mog362W.png,Snail
2227505332,4/3/2019 01:27:37,false,4680842238,,4/3/2019 01:27:14,false,neodev,1.0,44678667,VEN,"","",201.210.223.159,yes,,https://i.imgur.com/mtrb0RU.png,Scorpion
2227505332,4/3/2019 01:28:14,false,4680843553,,4/3/2019 01:27:12,false,neodev,0.9,45186503,VEN,15,Bachaquero,200.93.112.211,yes,,https://i.imgur.com/mtrb0RU.png,Scorpion
2227505332,4/3/2019 01:28:18,false,4680843718,,4/3/2019 01:27:13,false,clixsense,1.0,41347559,VEN,"","",186.90.174.20,yes,,https://i.imgur.com/mtrb0RU.png,Scorpion
2227505333,4/3/2019 01:27:37,false,4680842240,,4/3/2019 01:27:14,false,neodev,1.0,44678667,VEN,"","",201.210.223.159,no,,https://i.imgur.com/mWnWTLm.jpg,Leaves
2227505333,4/3/2019 01:28:14,false,4680843531,,4/3/2019 01:27:12,false,neodev,0.9,45186503,VEN,15,Bachaquero,200.93.112.211,no,,https://i.imgur.com/mWnWTLm.jpg,Leaves
2227505333,4/3/2019 01:28:18,false,4680843695,,4/3/2019 01:27:13,false,clixsense,1.0,41347559,VEN,"","",186.90.174.20,no,,https://i.imgur.com/mWnWTLm.jpg,Leaves
2227505334,4/3/2019 01:27:37,false,4680842250,,4/3/2019 01:27:14,false,neodev,1.0,44678667,VEN,"","",201.210.223.159,yes,,https://i.imgur.com/Nb707aI.png,Scorpion
2227505334,4/3/2019 01:28:14,false,4680843542,,4/3/2019 01:27:12,false,neodev,0.9,45186503,VEN,15,Bachaquero,200.93.112.211,yes,,https://i.imgur.com/Nb707aI.png,Scorpion
